"","CASE..","RIDESHARE","DATE","YEAR","MONTH","DAY","OFFENSE","ADDRESS","ZIP","ARREST"
"8913","2016-1751876  ","GONE",2016-06-23,2016,"Jun",23,"DWI  ","4892 W US 290 HWY SVRD WB  ","N/A  ","Yes"
"8914","2016-1760002  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","2900 W SLAUGHTER LN  ","78748","Yes"
"8915","2016-1760012  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","8900 N CAPITAL OF TEXAS HWY NB  ","78759","Yes"
"8916","2016-1760088  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","300 E 5TH ST  ","78701","Yes"
"8917","2016-1760099  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","2600 BLOCK LAKE AUSTIN BLVD  ","78703","Yes"
"8918","2016-1760103  ","GONE",2016-06-24,2016,"Jun",24,"DWI 2ND  ","13400 POND SPRINGS RD  ","78729","Yes"
"8919","2016-1760139  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","1500 S LAMAR BLVD  ","78704","Yes"
"8920","2016-1760155  ","GONE",2016-06-24,2016,"Jun",24,"DWI 2ND  ","6700 E WILLIAM CANNON DR  ","78744","Yes"
"8921","2016-1760160  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","500 BLOCK E SLAUGHTER LN  ","78744","Yes"
"8922","2016-1760195  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","30 I-35 N  ","78701","Yes"
"8923","2016-1760202  ","GONE",2016-06-24,2016,"Jun",24,"DWI 2ND  ","S 1ST ST at LIGHTSEY RD  ","78704","Yes"
"8924","2016-1760241  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","5300 BLOCK S IH 35 SB  ","78745","Yes"
"8925","2016-1760242  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","9600 S IH 35 SVRD SB  ","78748","Yes"
"8926","2016-1760280  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","E RIVERSIDE DR at S LAKESHORE BLVD  ","78741","Yes"
"8927","2016-1761699  ","GONE",2016-06-24,2016,"Jun",24,"DWI 2ND  ","WESTLAKE DR at CARRY BACK LN  ","78746","Yes"
"8928","2016-1761811  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","2300 WICKERSHAM LN  ","78741","Yes"
"8929","2016-1761996  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","9036 N LAMAR  ","N/A  ","Yes"
"8930","2016-1762134  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","S IH 35 SVRD SB at FM 1327 RD  ","78747","Yes"
"8931","2016-1762139  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","MONTOPOLIS DR at E BEN WHITE BLVD SVRD EB  ","78744","Yes"
"8932","2016-1762265  ","GONE",2016-06-24,2016,"Jun",24,"DWI - DRUG RECOGNITION EXPERT  ","700 E 7TH ST  ","78701","Yes"
"8933","2016-1762265  ","GONE",2016-06-24,2016,"Jun",24,"DWI  ","700 E 7TH ST  ","78701","Yes"
"8934","2016-1770016  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","4700 W BRAKER LN  ","78759","Yes"
"8935","2016-1770032  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","E US 290 HWY SVRD WB at I-35 N  ","78752","Yes"
"8936","2016-1770039  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","9500 S 1ST ST  ","78748","Yes"
"8937","2016-1770044  ","GONE",2016-06-25,2016,"Jun",25,"DWI .15 BAC OR ABOVE  ","W BRAKER LN at N MOPAC EXPY SVRD SB  ","78759","Yes"
"8938","2016-1770121  ","GONE",2016-06-25,2016,"Jun",25,"DWI .15 BAC OR ABOVE  ","10000 BLOCK MANCHACA RD  ","78748","Yes"
"8939","2016-1770126  ","GONE",2016-06-25,2016,"Jun",25,"DWI 2ND  ","200 E 7TH ST  ","78701","Yes"
"8940","2016-1770138  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","6300 CONVICT HILL RD  ","78749","Yes"
"8941","2016-1770221  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","100 W 10TH ST  ","78701","Yes"
"8942","2016-1770235  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","4910 SUBURBAN DR  ","78745","Yes"
"8943","2016-1770257  ","GONE",2016-06-25,2016,"Jun",25,"DWI 2ND  ","1300 BLOCK S IH 35 SB  ","78704","Yes"
"8944","2016-1770306  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","W 17TH ST at GUADALUPE ST  ","78701","Yes"
"8945","2016-1770317  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","2800 GUADALUPE ST  ","78705","Yes"
"8946","2016-1770346  ","GONE",2016-06-25,2016,"Jun",25,"DWI .15 BAC OR ABOVE  ","I-35 N at W PARMER LN  ","78753","Yes"
"8947","2016-1771223  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","6900 CAT CREEK RUN  ","78731","Yes"
"8948","2016-1771386  ","GONE",2016-06-25,2016,"Jun",25,"DWI 2ND  ","13087 N US 183 HWY SVRD NB  ","78729","Yes"
"8949","2016-1771561  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","12000 BLOCK RESEARCH BLVD SVRD NB  ","78727","Yes"
"8950","2016-1771636  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","4611 E MARTIN LUTHER KING JR BLVD  ","78721","Yes"
"8951","2016-1771636  ","GONE",2016-06-25,2016,"Jun",25,"DWI .15 BAC OR ABOVE  ","4611 E MARTIN LUTHER KING JR BLVD  ","78721","Yes"
"8952","2016-1771673  ","GONE",2016-06-25,2016,"Jun",25,"DWI .15 BAC OR ABOVE  ","2538 ELMONT DR  ","78741","Yes"
"8953","2016-1771737  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","8900 SHOAL CREEK BLVD  ","78757","Yes"
"8954","2016-1771831  ","GONE",2016-06-25,2016,"Jun",25,"DWI 2ND  ","W BRAKER LN at ACEQUIA PASS  ","78758","Yes"
"8955","2016-1771848  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","11900 S. IH-35 SVRD NB  ","N/A  ","Yes"
"8956","2016-1770121  ","GONE",2016-06-25,2016,"Jun",25,"DWI  ","10000 BLOCK MANCHACA RD  ","78748","No"
"8957","2016-1780018  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","5300 BLOCK S IH 35 SB  ","78745","Yes"
"8958","2016-1780018  ","GONE",2016-06-26,2016,"Jun",26,"DWI - DRUG RECOGNITION EXPERT  ","5300 BLOCK S IH 35 SB  ","78745","Yes"
"8959","2016-1780074  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","W 5TH ST at RIO GRANDE ST  ","78701","Yes"
"8960","2016-1780095  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","9320 N LAMAR BLVD  ","78758","Yes"
"8961","2016-1780135  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","7501 ELM FOREST RD  ","78745","Yes"
"8962","2016-1780151  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","8200 N MOPAC EXPY NB  ","78757","Yes"
"8963","2016-1780199  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","9601 I-35 N  ","78753","Yes"
"8964","2016-1780205  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","1200 CHESTNUT AVE  ","78702","Yes"
"8965","2016-1780271  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","NORTHLAND DR at N MOPAC EXPY SVRD SB  ","78731","Yes"
"8966","2016-1780316  ","GONE",2016-06-26,2016,"Jun",26,"DWI 2ND  ","6700 N MOPAC EXPY NB  ","78731","Yes"
"8967","2016-1780395  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","2601 S PLEASANT VALLEY RD  ","78741","Yes"
"8968","2016-1780513  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","701 WOODWARD ST  ","78704","Yes"
"8969","2016-1781037  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","FLORENCE DR at GEORGIAN DR  ","78753","Yes"
"8970","2016-1781080  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","4800 E CESAR CHAVEZ ST  ","78702","Yes"
"8971","2016-1781137  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","1500 E ANDERSON LN EB  ","78752","Yes"
"8972","2016-1781139  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","5517 CAMERON RD  ","78723","Yes"
"8973","2016-1781139  ","GONE",2016-06-26,2016,"Jun",26,"DWI .15 BAC OR ABOVE  ","5517 CAMERON RD  ","78723","Yes"
"8974","2016-1781147  ","GONE",2016-06-26,2016,"Jun",26,"DWI 2ND  ","BURNET RD at GAULT LN  ","78758","Yes"
"8975","2016-1781520  ","GONE",2016-06-26,2016,"Jun",26,"DWI .15 BAC OR ABOVE  ","I-35 N at N IH 35 NB TO E 290 EB RAMP  ","78723","Yes"
"8976","2016-1781594  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","800 W 6TH ST  ","78701","Yes"
"8977","2016-1781610  ","GONE",2016-06-26,2016,"Jun",26,"DWI 2ND  ","AIRPORT BLVD at ANTONE ST  ","78723","Yes"
"8978","2016-1781624  ","GONE",2016-06-26,2016,"Jun",26,"DWI 2ND  ","1400 NEWFIELD LN  ","78703","Yes"
"8979","2016-1781695  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","200 LAVACA ST  ","78701","Yes"
"8980","2016-1781716  ","GONE",2016-06-26,2016,"Jun",26,"DWI  ","S PLEASANT VALLEY RD at E STASSNEY LN  ","78744","Yes"
"8981","2016-1790031  ","GONE",2016-06-27,2016,"Jun",27,"DWI 2ND  ","7201 S CONGRESS AVE  ","78745","Yes"
"8982","2016-1790031  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","7201 S CONGRESS AVE  ","78745","Yes"
"8983","2016-1790067  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","600 TRINITY ST  ","78701","Yes"
"8984","2016-1790108  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","100-199 W JOHANNA ST  ","N/A  ","Yes"
"8985","2016-1790144  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","500 W 6TH ST  ","78701","Yes"
"8986","2016-1790147  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","W KOENIG LN at N LAMAR BLVD  ","78752","Yes"
"8987","2016-1790196  ","GONE",2016-06-27,2016,"Jun",27,"DWI - DRUG RECOGNITION EXPERT  ","8600 S IH 35 SB  ","78745","Yes"
"8988","2016-1790196  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","8600 S IH 35 SB  ","78745","Yes"
"8989","2016-1790548  ","GONE",2016-06-27,2016,"Jun",27,"DWI 2ND  ","31 BLOCK N IH 35 SB SV RD  ","N/A  ","Yes"
"8990","2016-1790548  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","31 BLOCK N IH 35 SB SV RD  ","N/A  ","Yes"
"8991","2016-1791390  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","3324 FOSTER LN  ","78757","Yes"
"8992","2016-1791483  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","600 WEST AVE  ","78701","Yes"
"8993","2016-1791483  ","GONE",2016-06-27,2016,"Jun",27,"DWI - DRUG RECOGNITION EXPERT  ","600 WEST AVE  ","78701","Yes"
"8994","2016-1791904  ","GONE",2016-06-27,2016,"Jun",27,"DWI - DRUG RECOGNITION EXPERT  ","800 S CONGRESS AVE  ","78704","Yes"
"8995","2016-1791904  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","800 S CONGRESS AVE  ","78704","Yes"
"8996","2016-1790122  ","GONE",2016-06-27,2016,"Jun",27,"DWI  ","800 W 6TH ST  ","78701","No"
"8997","2016-1791390  ","GONE",2016-06-27,2016,"Jun",27,"DWI 2ND  ","3324 FOSTER LN  ","78757","No"
"8998","2016-1800039  ","GONE",2016-06-28,2016,"Jun",28,"DWI  ","800 W 6TH ST  ","78701","Yes"
"8999","2016-1800136  ","GONE",2016-06-28,2016,"Jun",28,"DWI  ","600 BLK N IH 35 FRONTAGE  ","N/A  ","Yes"
"9000","2016-1800141  ","GONE",2016-06-28,2016,"Jun",28,"DWI  ","1400 NEWFIELD LN  ","78703","Yes"
"9001","2016-1800188  ","GONE",2016-06-28,2016,"Jun",28,"DWI 2ND  ","1000 BLOCK E STASSNEY LN  ","78745","Yes"
"9002","2016-1810014  ","GONE",2016-06-29,2016,"Jun",29,"DWI - DRUG RECOGNITION EXPERT  ","11000 RESEARCH BLVD NB  ","78759","Yes"
"9003","2016-1810014  ","GONE",2016-06-29,2016,"Jun",29,"DWI  ","11000 RESEARCH BLVD NB  ","78759","Yes"
"9004","2016-1810024  ","GONE",2016-06-29,2016,"Jun",29,"DWI 2ND  ","7905 BROCKMAN ST  ","78757","Yes"
"9005","2016-1810051  ","GONE",2016-06-29,2016,"Jun",29,"DWI  ","E 7TH ST at TRINITY ST  ","78701","Yes"
"9006","2016-1810098  ","GONE",2016-06-29,2016,"Jun",29,"DWI  ","1300 NEWFIELD LN  ","78703","Yes"
"9007","2016-1810129  ","GONE",2016-06-29,2016,"Jun",29,"DWI  ","10500 S IH 35 NB  ","78747","Yes"
"9008","2016-1810136  ","GONE",2016-06-29,2016,"Jun",29,"DWI  ","100 BLOCK S 1ST ST  ","78704","Yes"
"9009","2016-1810157  ","GONE",2016-06-29,2016,"Jun",29,"DWI  ","10101 I-35 N  ","78753","Yes"
"9010","2016-1810158  ","GONE",2016-06-29,2016,"Jun",29,"DWI  ","E 2ND ST at BRAZOS ST  ","78701","Yes"
"9011","2016-1810161  ","GONE",2016-06-29,2016,"Jun",29,"DWI  ","14092 N FM 620 RD NB  ","78729","Yes"
"9012","2016-1810186  ","GONE",2016-06-29,2016,"Jun",29,"DWI 2ND  ","2800 S IH 35  ","N/A  ","Yes"
"9013","2016-1811636  ","GONE",2016-06-29,2016,"Jun",29,"DWI - DRUG RECOGNITION EXPERT  ","12200 BLK N LAMAR  ","N/A  ","Yes"
"9014","2016-1811656  ","GONE",2016-06-29,2016,"Jun",29,"DWI 2ND  ","100 BLOCK COLEMAN ST  ","78704","Yes"
"9015","2016-1811713  ","GONE",2016-06-29,2016,"Jun",29,"DWI  ","1600 W 6TH STREET  ","N/A  ","Yes"
"9016","2016-1810132  ","GONE",2016-06-29,2016,"Jun",29,"DWI  ","400 BLOCK E RUNDBERG LN  ","78753","No"
"9017","2016-1820013  ","GONE",2016-06-30,2016,"Jun",30,"DWI 2ND  ","40 GUADALUPE ST  ","78701","Yes"
"9018","2016-1820016  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","700 E 7TH ST  ","78701","Yes"
"9019","2016-1820057  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","2200 LAKE AUSTIN BLVD  ","78703","Yes"
"9020","2016-1820088  ","GONE",2016-06-30,2016,"Jun",30,"DWI 2ND  ","100 S 1ST ST  ","78704","Yes"
"9021","2016-1820114  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","10","N/A  ","Yes"
"9022","2016-1820117  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","800 W 6TH ST  ","N/A  ","Yes"
"9023","2016-1820126  ","GONE",2016-06-30,2016,"Jun",30,"DWI .15 BAC OR ABOVE  ","700 E 4TH ST  ","78701","Yes"
"9024","2016-1820136  ","GONE",2016-06-30,2016,"Jun",30,"DWI .15 BAC OR ABOVE  ","GUADALUPE ST at W CESAR CHAVEZ ST  ","78701","Yes"
"9025","2016-1820146  ","GONE",2016-06-30,2016,"Jun",30,"DWI - DRUG RECOGNITION EXPERT  ","5300 BLOCK S IH 35 SVRD SB  ","78745","Yes"
"9026","2016-1820147  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","5500 S CONGRESS AVE  ","78745","Yes"
"9027","2016-1820158  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","3500 CHAPMAN LN  ","78744","Yes"
"9028","2016-1820176  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","7300 BLOCK I-35 N  ","78752","Yes"
"9029","2016-1820198  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","800 BLOCK SAN ANTONIO ST  ","78701","Yes"
"9030","2016-1821588  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","11700 RESEARCH BLVD NB  ","78759","Yes"
"9031","2016-1821818  ","GONE",2016-06-30,2016,"Jun",30,"DWI 2ND  ","1106 W 38TH ST  ","78756","Yes"
"9032","2016-1821889  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","1007 SUMMIT ST  ","78741","Yes"
"9033","2016-1821917  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","5400 BLOCK S IH 35 SVRD SB  ","78745","Yes"
"9034","2016-1821917  ","GONE",2016-06-30,2016,"Jun",30,"DWI - DRUG RECOGNITION EXPERT  ","5400 BLOCK S IH 35 SVRD SB  ","78745","Yes"
"9035","2016-1821960  ","GONE",2016-06-30,2016,"Jun",30,"DWI .15 BAC OR ABOVE  ","2000 BARTON SPRINGS RD  ","78746","Yes"
"9036","2016-1821960  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","2000 BARTON SPRINGS RD  ","78746","Yes"
"9037","2016-1821971  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","12400 RESEARCH BLVD NB  ","78727","Yes"
"9038","2016-1821992  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","600 BLOCK FLETCHER ST  ","78704","Yes"
"9039","2016-1821992  ","GONE",2016-06-30,2016,"Jun",30,"DWI - DRUG RECOGNITION EXPERT  ","600 BLOCK FLETCHER ST  ","78704","Yes"
"9040","2016-1822025  ","GONE",2016-06-30,2016,"Jun",30,"DWI  ","1604 CLIFFORD AVE  ","78702","Yes"
"9041","2016-1822043  ","GONE",2016-06-30,2016,"Jun",30,"DWI 2ND  ","800 BLOCK W DITTMAR RD  ","78745","Yes"
"9042","2016-1830071  ","GONE",2016-07-01,2016,"Jul",1,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"9043","2016-1830083  ","GONE",2016-07-01,2016,"Jul",1,"DWI  ","500 W 10TH ST  ","78701","Yes"
"9044","2016-1830106  ","GONE",2016-07-01,2016,"Jul",1,"DWI .15 BAC OR ABOVE  ","5700 BLOCK S IH 35 SVRD NB  ","78744","Yes"
"9045","2016-1830138  ","GONE",2016-07-01,2016,"Jul",1,"DWI  ","W BRAKER LN at N MOPAC EXPY SVRD NB  ","78758","Yes"
"9046","2016-1830147  ","GONE",2016-07-01,2016,"Jul",1,"DWI  ","W 6TH ST at BOWIE ST  ","78703","Yes"
"9047","2016-1830156  ","GONE",2016-07-01,2016,"Jul",1,"DWI  ","100 B R REYNOLDS DR  ","78703","Yes"
"9048","2016-1830232  ","GONE",2016-07-01,2016,"Jul",1,"DWI  ","800 CONGRESS AVE  ","78701","Yes"
"9049","2016-1831236  ","GONE",2016-07-01,2016,"Jul",1,"DWI  ","1815 BITTER CREEK DR  ","78744","Yes"
"9050","2016-1831658  ","GONE",2016-07-01,2016,"Jul",1,"DWI .15 BAC OR ABOVE  ","11400 BLOCK I-35 N  ","78753","Yes"
"9051","2016-1831696  ","GONE",2016-07-01,2016,"Jul",1,"DWI  ","1100 W 6TH ST  ","78703","Yes"
"9052","2016-1831881  ","GONE",2016-07-01,2016,"Jul",1,"DWI  ","2500 E RIVERSIDE DR  ","78741","Yes"
"9053","2016-1831903  ","GONE",2016-07-01,2016,"Jul",1,"DWI - DRUG RECOGNITION EXPERT  ","2200 E RIVERSIDE DR  ","78741","Yes"
"9054","2016-1831903  ","GONE",2016-07-01,2016,"Jul",1,"DWI  ","2200 E RIVERSIDE DR  ","78741","Yes"
"9055","2016-1831958  ","GONE",2016-07-01,2016,"Jul",1,"DWI 2ND  ","13200 POND SPRINGS RD  ","78729","Yes"
"9056","2016-1840056  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","1600 W 5TH ST  ","78703","Yes"
"9057","2016-1840099  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","5300 BLOCK S IH 35 SVRD SB  ","78745","Yes"
"9058","2016-1840102  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","4515 AIRPORT BLVD  ","78751","Yes"
"9059","2016-1840170  ","GONE",2016-07-02,2016,"Jul",2,"DWI 2ND  ","AIRPORT BLVD at E MARTIN LUTHER KING JR BLVD  ","78723","Yes"
"9060","2016-1840178  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","6400 S IH 35 SVRD NB  ","78744","Yes"
"9061","2016-1840193  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","1300 S MOPAC EXPY SVRD SB  ","78746","Yes"
"9062","2016-1840194  ","GONE",2016-07-02,2016,"Jul",2,"DWI .15 BAC OR ABOVE  ","3100 E SH 71 WB  ","78617","Yes"
"9063","2016-1840206  ","GONE",2016-07-02,2016,"Jul",2,"DWI .15 BAC OR ABOVE  ","2900 S IH 35 SVRD SB  ","78704","Yes"
"9064","2016-1840234  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","4500 BLOCK S IH 35 SVRD SB  ","78745","Yes"
"9065","2016-1840248  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","LOYOLA LN at ED BLUESTEIN BLVD SB  ","78724","Yes"
"9066","2016-1840264  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","E 7TH ST at SAN JACINTO BLVD  ","78701","Yes"
"9067","2016-1840331  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","1920 E RIVERSIDE DR  ","78741","Yes"
"9068","2016-1840390  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","1600 E RIVERSIDE DR  ","78741","Yes"
"9069","2016-1841059  ","GONE",2016-07-02,2016,"Jul",2,"DWI 2ND  ","7100 S. IH-35 SB  ","N/A  ","Yes"
"9070","2016-1841176  ","GONE",2016-07-02,2016,"Jul",2,"DWI - DRUG RECOGNITION EXPERT  ","14000 N US 183 HWY SVRD NB  ","78717","Yes"
"9071","2016-1841176  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","14000 N US 183 HWY SVRD NB  ","78717","Yes"
"9072","2016-1841235  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","12300 RIATA TRACE PKWY  ","78727","Yes"
"9073","2016-1841265  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","500 ED BLUESTEIN BLVD NB  ","78725","Yes"
"9074","2016-1841529  ","GONE",2016-07-02,2016,"Jul",2,"DWI 2ND  ","8523 PUTNAM DR  ","78757","Yes"
"9075","2016-1841662  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","RUTLAND DR at BURNET RD  ","78758","Yes"
"9076","2016-1841750  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","5500 BLOCK TERI RD  ","78744","Yes"
"9077","2016-1850140  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","500 SPRINGDALE RD  ","78702","Yes"
"9078","2016-1840011  ","GONE",2016-07-02,2016,"Jul",2,"DWI  ","13400 N US 183 HWY SVRD NB  ","78729","No"
"9079","2016-1850024  ","GONE",2016-07-03,2016,"Jul",3,"DWI .15 BAC OR ABOVE  ","2800 S IH 35 SVRD SB  ","78704","Yes"
"9080","2016-1850046  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","E RIVERSIDE DR at MONTOPOLIS DR  ","78741","Yes"
"9081","2016-1850065  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","1500 BLOCK MORGAN LN  ","78704","Yes"
"9082","2016-1850110  ","GONE",2016-07-03,2016,"Jul",3,"DWI .15 BAC OR ABOVE  ","I-35 N at N IH 35 SVRD SB AT E 290 TRN  ","78752","Yes"
"9083","2016-1850154  ","GONE",2016-07-03,2016,"Jul",3,"DWI 2ND  ","1900 BURTON DR  ","78741","Yes"
"9084","2016-1850154  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","1900 BURTON DR  ","78741","Yes"
"9085","2016-1850300  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","5600 E WILLIAM CANNON DR  ","N/A  ","Yes"
"9086","2016-1850302  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","200 BLOCK E 15TH ST  ","78701","Yes"
"9087","2016-1850374  ","GONE",2016-07-03,2016,"Jul",3,"DWI .15 BAC OR ABOVE  ","W WILLIAM CANNON DR at COOPER LN  ","78745","Yes"
"9088","2016-1851068  ","GONE",2016-07-03,2016,"Jul",3,"DWI 2ND  ","12905 GARFIELD LN  ","78727","Yes"
"9089","2016-1851294  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","CENTER RIDGE DR at MC CALLEN PASS  ","78753","Yes"
"9090","2016-1851341  ","GONE",2016-07-03,2016,"Jul",3,"DWI .15 BAC OR ABOVE  ","8300 BLOCK I-35 N  ","78753","Yes"
"9091","2016-1851388  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","MOUNTAIN QUAIL RD at RUTLAND DR  ","78758","Yes"
"9092","2016-1851399  ","GONE",2016-07-03,2016,"Jul",3,"DWI .15 BAC OR ABOVE  ","10505 S IH 35 SVRD NB  ","78747","Yes"
"9093","2016-1851503  ","GONE",2016-07-03,2016,"Jul",3,"DWI 2ND  ","1500 W 5TH ST  ","78703","Yes"
"9094","2016-1851503  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","1500 W 5TH ST  ","78703","Yes"
"9095","2016-1851714  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","4100 N MOPAC EXPY SVRD NB  ","N/A  ","Yes"
"9096","2016-1851718  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","863 AIRPORT BLVD  ","78721","Yes"
"9097","2016-1851718  ","GONE",2016-07-03,2016,"Jul",3,"DWI 2ND  ","863 AIRPORT BLVD  ","78721","Yes"
"9098","2016-1851718  ","GONE",2016-07-03,2016,"Jul",3,"DWI .15 BAC OR ABOVE  ","863 AIRPORT BLVD  ","78721","Yes"
"9099","2016-1851732  ","GONE",2016-07-03,2016,"Jul",3,"DWI  ","RIVERVIEW ST at CHALMERS AVE  ","78702","Yes"
"9100","2016-1860082  ","GONE",2016-07-04,2016,"Jul",4,"DWI  ","3900 BLOCK WEST GATE BLVD  ","78735","Yes"
"9101","2016-1860152  ","GONE",2016-07-04,2016,"Jul",4,"DWI  ","15002 FM 1825 RD  ","78660","Yes"
"9102","2016-1860189  ","GONE",2016-07-04,2016,"Jul",4,"DWI  ","W 7TH ST at RIO GRANDE ST  ","78701","Yes"
"9103","2016-1860228  ","GONE",2016-07-04,2016,"Jul",4,"DWI .15 BAC OR ABOVE  ","9000 BURNET RD  ","78758","Yes"
"9104","2016-1860252  ","GONE",2016-07-04,2016,"Jul",4,"DWI 2ND  ","MANCHACA RD at JONES RD  ","78745","Yes"
"9105","2016-1860252  ","GONE",2016-07-04,2016,"Jul",4,"DWI .15 BAC OR ABOVE  ","MANCHACA RD at JONES RD  ","78745","Yes"
"9106","2016-1860320  ","GONE",2016-07-04,2016,"Jul",4,"DWI .15 BAC OR ABOVE  ","2200 BLOCK E ANDERSON LN EB  ","78752","Yes"
"9107","2016-1860320  ","GONE",2016-07-04,2016,"Jul",4,"DWI 2ND  ","2200 BLOCK E ANDERSON LN EB  ","78752","Yes"
"9108","2016-1860379  ","GONE",2016-07-04,2016,"Jul",4,"DWI  ","300 GUADALUPE ST  ","78701","Yes"
"9109","2016-1860448  ","GONE",2016-07-04,2016,"Jul",4,"DWI  ","3100 BLOCK E SH 71 WB  ","78617","Yes"
