CASE..,RIDESHARE,DATE,YEAR,MONTH,DAY,OFFENSE,ADDRESS,ZIP,ARREST
2016-3401540  ,GONE,2016-12-05  ,2016,12,5,DWI  ,9600 N LAMAR BLVD  ,78758,Yes
2016-3401547  ,GONE,2016-12-05  ,2016,12,5,DWI .15 BAC OR ABOVE  ,E 2ND ST at COMAL ST  ,78702,Yes
2016-3401623  ,GONE,2016-12-05  ,2016,12,5,DWI  ,4700 BLOCK SUNSHINE DR  ,78756,Yes
2016-3401693  ,GONE,2016-12-05  ,2016,12,5,DWI  ,AIRPORT BLVD at E 53RD ST  ,78751,Yes
2016-6900225  ,GONE,2016-12-05  ,2016,12,5,DWI  ,E 52ND ST at AIRPORT BLVD  ,78751,Yes
2016-3401439  ,GONE,2016-12-06  ,2016,12,6,DWI  ,E RIVERSIDE DR at MONTOPOLIS DR  ,78741,Yes
2016-3410030  ,GONE,2016-12-06  ,2016,12,6,DWI  ,WINDSOR RD at N MOPAC SB TO WINDSOR WB RAMP  ,78703,Yes
2016-3410080  ,GONE,2016-12-06  ,2016,12,6,DWI - DRUG RECOGNITION EXPERT  ,906 W 6TH ST  ,78703,Yes
2016-3410080  ,GONE,2016-12-06  ,2016,12,6,DWI  ,906 W 6TH ST  ,78703,Yes
2016-3410086  ,GONE,2016-12-06  ,2016,12,6,DWI  ,NORTHCREST BLVD at W ST JOHNS AVE  ,78752,Yes
2016-3410184  ,GONE,2016-12-06  ,2016,12,6,DWI  ,E SH 71 SVRD EB at SPIRIT OF TEXAS DR  ,78719,Yes
2016-3411639  ,GONE,2016-12-06  ,2016,12,6,DWI  ,1000 S MOPAC EXPY SVRD SB  ,78746,Yes
2016-3411717  ,GONE,2016-12-06  ,2016,12,6,DWI  ,2600 GUADALUPE ST  ,78705,Yes
2016-3411809  ,GONE,2016-12-06  ,2016,12,6,DWI .15 BAC OR ABOVE  ,1000 S CAPITAL OF TEXAS HWY NB  ,78746,Yes
2016-3411868  ,GONE,2016-12-06  ,2016,12,6,DWI  ,W 45TH ST at BURNET RD  ,78756,Yes
2016-3411875  ,GONE,2016-12-06  ,2016,12,6,DWI  ,2932 SAN GABRIEL ST  ,N/A  ,Yes
2016-3411908  ,GONE,2016-12-06  ,2016,12,6,DWI  ,100 BLOCK S 1ST ST  ,78704,Yes
2016-3411941  ,GONE,2016-12-06  ,2016,12,6,DWI  ,2900 N LAMAR BLVD  ,78705,Yes
2016-3411976  ,GONE,2016-12-06  ,2016,12,6,DWI  ,5800 SHOAL CREEK BLVD  ,78757,Yes
2016-3420018  ,GONE,2016-12-06  ,2016,12,6,DWI  ,ED BLUESTEIN BLVD SB at LOYOLA LN  ,78724,Yes
2016-3411715  ,GONE,2016-12-06  ,2016,12,6,DWI  ,14000 BLOCK N US 183 HWY SVRD SB  ,78613,No
2016-3420050  ,GONE,2016-12-07  ,2016,12,7,DWI  ,2300 S CAPITAL OF TEXAS HWY NB  ,78746,Yes
2016-3420068  ,GONE,2016-12-07  ,2016,12,7,DWI 2ND  ,715 E 8TH ST  ,78701,Yes
2016-3420078  ,GONE,2016-12-07  ,2016,12,7,DWI  ,8107 RESEARCH BLVD SVRD NB  ,78758,Yes
2016-3420096  ,GONE,2016-12-07  ,2016,12,7,DWI  ,8200 MANCHACA RD  ,78745,Yes
2016-3420127  ,GONE,2016-12-07  ,2016,12,7,DWI 2ND  ,1000 S IH 35 SVRD NB  ,78741,Yes
2016-3420141  ,GONE,2016-12-07  ,2016,12,7,DWI  ,6263 MC NEIL DR  ,78727,Yes
2016-3420145  ,GONE,2016-12-07  ,2016,12,7,DWI .15 BAC OR ABOVE  ,2704 NOTTINGHAM LN  ,78704,Yes
2016-3420154  ,GONE,2016-12-07  ,2016,12,7,DWI  ,600 BRAZOS ST  ,78701,Yes
2016-3421598  ,GONE,2016-12-07  ,2016,12,7,DWI  ,W PARMER LN at N FM 620 RD NB  ,78729,Yes
2016-3421812  ,GONE,2016-12-07  ,2016,12,7,DWI  ,HOLLY ST at WALLER ST  ,78702,Yes
2016-3421828  ,GONE,2016-12-07  ,2016,12,7,DWI  ,800 S MOPAC EXPY SVRD SB  ,78746,Yes
2016-3430022  ,GONE,2016-12-08  ,2016,12,8,DWI  ,12701 I-35 N  ,78753,Yes
2016-3430045  ,GONE,2016-12-08  ,2016,12,8,DWI  ,300 S LAMAR BLVD NB  ,78704,Yes
2016-3430123  ,GONE,2016-12-08  ,2016,12,8,DWI  ,1400 BLOCK S CONGRESS AVE  ,78704,Yes
2016-3430131  ,GONE,2016-12-08  ,2016,12,8,DWI  ,5500 BLOCK S CONGRESS AVE  ,78745,Yes
2016-3430151  ,GONE,2016-12-08  ,2016,12,8,DWI  ,3000 BLOCK NORTHLAND DR  ,78757,Yes
2016-3430155  ,GONE,2016-12-08  ,2016,12,8,DWI  ,1400 WOODLAND AVE  ,78704,Yes
2016-3430156  ,GONE,2016-12-08  ,2016,12,8,DWI  ,500 TRINITY ST  ,78701,Yes
2016-3430166  ,GONE,2016-12-08  ,2016,12,8,DWI  ,100 S CONGRESS AVE  ,78704,Yes
2016-3431335  ,GONE,2016-12-08  ,2016,12,8,DWI - DRUG RECOGNITION EXPERT  ,TILLERY ST at E MARTIN LUTHER KING JR BLVD  ,78723,Yes
2016-3431717  ,GONE,2016-12-08  ,2016,12,8,DWI  ,13800 N FM 620 RD NB  ,78729,Yes
2016-3431768  ,GONE,2016-12-08  ,2016,12,8,DWI  ,S LAMAR BLVD SVRD NB at W BEN WHITE BLVD SVRD WB  ,78704,Yes
2016-3431805  ,GONE,2016-12-08  ,2016,12,8,DWI 2ND  ,200 W 8TH ST  ,78701,Yes
2016-3440004  ,GONE,2016-12-09  ,2016,12,9,DWI  ,W 51ST ST at N LAMAR BLVD  ,78751,Yes
2016-3440053  ,GONE,2016-12-09  ,2016,12,9,DWI  ,3208 E SH 71 EB  ,78617,Yes
2016-3440089  ,GONE,2016-12-09  ,2016,12,9,DWI  ,1200 SOUTH LAMAR BLVD  ,N/A  ,Yes
2016-3440092  ,GONE,2016-12-09  ,2016,12,9,DWI  ,8100 BURNET RD  ,78757,Yes
2016-3440096  ,GONE,2016-12-09  ,2016,12,9,DWI  ,4800 N MOPAC EXPY NB  ,78731,Yes
2016-3440135  ,GONE,2016-12-09  ,2016,12,9,DWI  ,1500 E RIVERSIDE DR  ,78741,Yes
2016-3440152  ,GONE,2016-12-09  ,2016,12,9,DWI  ,N. I35 S/B SVC AND KOENIG LN  ,N/A  ,Yes
2016-3440173  ,GONE,2016-12-09  ,2016,12,9,DWI  ,300 BLOCK S CONGRESS AVE  ,78704,Yes
2016-3440174  ,GONE,2016-12-09  ,2016,12,9,DWI 2ND  ,300 S 1ST ST  ,78704,Yes
2016-3440212  ,GONE,2016-12-09  ,2016,12,9,DWI 2ND  ,E CESAR CHAVEZ ST at RED RIVER ST  ,78701,Yes
2016-3440240  ,GONE,2016-12-09  ,2016,12,9,DWI  ,6106 CAMERON RD  ,78723,Yes
2016-3441475  ,GONE,2016-12-09  ,2016,12,9,DWI  ,4800 S US 183 HWY NB  ,78719,Yes
2016-3441562  ,GONE,2016-12-09  ,2016,12,9,DWI  ,8800 BURNET RD  ,78757,Yes
2016-3441890  ,GONE,2016-12-09  ,2016,12,9,DWI  ,8800 MANCHACA RD  ,78748,Yes
2016-3441930  ,GONE,2016-12-09  ,2016,12,9,DWI 2ND  ,5300 MANOR RD  ,78723,Yes
2016-3442000  ,GONE,2016-12-09  ,2016,12,9,DWI  ,4200 S 1ST ST  ,78745,Yes
2016-3450003  ,GONE,2016-12-10  ,2016,12,10,DWI  ,E 6TH ST at SAN JACINTO BLVD  ,78701,Yes
2016-3450007  ,GONE,2016-12-10  ,2016,12,10,DWI  ,S CONGRESS AND LIVE OAK ST  ,N/A  ,Yes
2016-3450014  ,GONE,2016-12-10  ,2016,12,10,DWI  ,4006 S CONGRESS AVE  ,78704,Yes
2016-3450037  ,GONE,2016-12-10  ,2016,12,10,DWI  ,3400 STECK AVE  ,78757,Yes
2016-3450065  ,GONE,2016-12-10  ,2016,12,10,DWI  ,11300 BLOCK DOMAIN DR  ,78758,Yes
2016-3450072  ,GONE,2016-12-10  ,2016,12,10,DWI 2ND  ,7101 ED BLUESTEIN BLVD SVRD NB  ,78724,Yes
2016-3450139  ,GONE,2016-12-10  ,2016,12,10,DWI  ,3414 FAR WEST BLVD  ,78731,Yes
2016-3450166  ,GONE,2016-12-10  ,2016,12,10,DWI  ,ALUM ROCK DR at PANADERO DR  ,78747,Yes
2016-3450197  ,GONE,2016-12-10  ,2016,12,10,DWI  ,3400 N IH 35 S/B  ,N/A  ,Yes
2016-3450226  ,GONE,2016-12-10  ,2016,12,10,DWI .15 BAC OR ABOVE  ,8700 BLOCK RESEARCH BLVD SB  ,78757,Yes
2016-3450231  ,GONE,2016-12-10  ,2016,12,10,DWI  ,2100 S LAMAR BLVD  ,78704,Yes
2016-3450254  ,GONE,2016-12-10  ,2016,12,10,DWI  ,2237 E RIVERSIDE DR  ,78741,Yes
2016-3450256  ,GONE,2016-12-10  ,2016,12,10,DWI  ,5500 LOYOLA LN  ,78724,Yes
2016-3450278  ,GONE,2016-12-10  ,2016,12,10,DWI  ,7201 I-35 N  ,78752,Yes
2016-3450286  ,GONE,2016-12-10  ,2016,12,10,DWI  ,5400 AVENUE F  ,78751,Yes
2016-3450297  ,GONE,2016-12-10  ,2016,12,10,DWI  ,200 E 8TH ST  ,78701,Yes
2016-3450409  ,GONE,2016-12-10  ,2016,12,10,DWI  ,8500 BLOCK RESEARCH BLVD NB  ,78758,Yes
2016-3451180  ,GONE,2016-12-10  ,2016,12,10,DWI  ,8900 N LAMAR BLVD  ,78758,Yes
2016-3451536  ,GONE,2016-12-10  ,2016,12,10,DWI  ,500 BLOCK E 6TH ST  ,78701,Yes
2016-3451749  ,GONE,2016-12-10  ,2016,12,10,DWI .15 BAC OR ABOVE  ,10900 RESEARCH BLVD SVRD SB  ,78759,Yes
2016-3451808  ,GONE,2016-12-10  ,2016,12,10,DWI  ,500 E 4TH ST  ,78701,Yes
2016-3450209  ,GONE,2016-12-10  ,2016,12,10,DWI  ,3221 ALVIN DEVANE BLVD  ,78741,No
2016-3450249  ,GONE,2016-12-10  ,2016,12,10,DWI  ,11400 N SH 130 NB  ,78653,No
2016-3451193  ,GONE,2016-12-10  ,2016,12,10,DWI  ,1600 BLOCK W WELLS BRANCH PKWY  ,N/A  ,No
2016-3460028  ,GONE,2016-12-11  ,2016,12,11,DWI  ,12000 DESSAU RD  ,78753,Yes
2016-3460046  ,GONE,2016-12-11  ,2016,12,11,DWI .15 BAC OR ABOVE  ,2100 MONTOPOLIS DR  ,78741,Yes
2016-3460071  ,GONE,2016-12-11  ,2016,12,11,DWI 2ND  ,1101 I-35 N  ,78702,Yes
2016-3460087  ,GONE,2016-12-11  ,2016,12,11,DWI 2ND  ,3800 BLOCK W PARMER LN  ,78727,Yes
2016-3460157  ,GONE,2016-12-11  ,2016,12,11,DWI  ,1700 WILLOW CREEK DR  ,78741,Yes
2016-3460332  ,GONE,2016-12-11  ,2016,12,11,DWI  ,600 E 7TH ST  ,78701,Yes
2016-3460337  ,GONE,2016-12-11  ,2016,12,11,DWI  ,E RUNDBERG LN at I-35 N  ,78753,Yes
2016-3460343  ,GONE,2016-12-11  ,2016,12,11,DWI  ,2237 E RIVERSIDE DR  ,78741,Yes
2016-3460344  ,GONE,2016-12-11  ,2016,12,11,DWI 2ND  ,7701 N LAMAR BLVD NB  ,78752,Yes
2016-3460391  ,GONE,2016-12-11  ,2016,12,11,DWI  ,11900 BLOCK BURNET RD  ,78758,Yes
2016-3460484  ,GONE,2016-12-11  ,2016,12,11,DWI  ,6500 BRADSHER DR  ,78745,Yes
2016-3460531  ,GONE,2016-12-11  ,2016,12,11,DWI  ,4000 S IH 35 SVRD SB  ,78704,Yes
2016-3460814  ,GONE,2016-12-11  ,2016,12,11,DWI  ,8302 GARCREEK CIR  ,78724,Yes
2016-3461325  ,GONE,2016-12-11  ,2016,12,11,DWI 2ND  ,2600 DOUGLAS ST  ,78741,Yes
2016-3461392  ,GONE,2016-12-11  ,2016,12,11,DWI  ,6300 W US 290 HWY EB  ,78749,Yes
2016-3461438  ,GONE,2016-12-11  ,2016,12,11,DWI - DRUG RECOGNITION EXPERT  ,5400 N CAPITAL OF TEXAS HWY SB  ,78746,Yes
2016-3461487  ,GONE,2016-12-11  ,2016,12,11,DWI  ,11920 DOMAIN DR  ,78758,Yes
2016-3461519  ,GONE,2016-12-11  ,2016,12,11,DWI 2ND  ,4103 W SLAUGHTER LN  ,78749,Yes
2016-3461672  ,GONE,2016-12-11  ,2016,12,11,DWI .15 BAC OR ABOVE  ,E OLTORF ST at PARKER LN  ,78741,Yes
2016-3461702  ,GONE,2016-12-11  ,2016,12,11,DWI  ,6200 W SLAUGHTER LN  ,78749,Yes
2016-3461723  ,GONE,2016-12-11  ,2016,12,11,DWI .15 BAC OR ABOVE  ,301 S CONGRESS AVE  ,78704,Yes
2016-3461783  ,GONE,2016-12-11  ,2016,12,11,DWI  ,2100 GASTON PLACE DR  ,78723,Yes
2016-3470092  ,GONE,2016-12-12  ,2016,12,12,DWI  ,E 6TH ST at TRINITY ST  ,78701,Yes
2016-3470126  ,GONE,2016-12-12  ,2016,12,12,DWI  ,700 TRINITY ST  ,78701,Yes
2016-3470578  ,GONE,2016-12-12  ,2016,12,12,DWI 2ND  ,10800 N LAMAR BLVD  ,78758,Yes
2016-3470795  ,GONE,2016-12-12  ,2016,12,12,DWI 2ND  ,12000 S IH 35 NB  ,78747,Yes
2016-3471673  ,GONE,2016-12-12  ,2016,12,12,DWI - DRUG RECOGNITION EXPERT  ,121 E 5TH ST  ,78701,Yes
2016-3471718  ,GONE,2016-12-12  ,2016,12,12,DWI  ,2400 HARTFORD RD  ,78703,Yes
2016-3471872  ,GONE,2016-12-12  ,2016,12,12,DWI  ,7200 BLOCK S MOPAC EXPY SVRD SB  ,78749,Yes
2016-3480048  ,GONE,2016-12-13  ,2016,12,13,DWI  ,4500 BLOCK N MOPAC EXPY NB  ,78731,Yes
2016-3480054  ,GONE,2016-12-13  ,2016,12,13,DWI  ,1800 S 1ST ST  ,78704,Yes
2016-3480056  ,GONE,2016-12-13  ,2016,12,13,DWI 2ND  ,13500 N US 183 HWY SVRD NB  ,78729,Yes
2016-3480110  ,GONE,2016-12-13  ,2016,12,13,DWI .15 BAC OR ABOVE  ,6300 MANCHACA RD  ,78745,Yes
2016-3480122  ,GONE,2016-12-13  ,2016,12,13,DWI  ,W 6TH ST at BOWIE ST  ,78703,Yes
2016-3480142  ,GONE,2016-12-13  ,2016,12,13,DWI  ,500 BLOCK TRINITY ST  ,78701,Yes
2016-3480183  ,GONE,2016-12-13  ,2016,12,13,DWI  ,REINLI ST at E KOENIG LN SVRD EB  ,78751,Yes
2016-3480268  ,GONE,2016-12-13  ,2016,12,13,DWI  ,W STASSNEY LN at MANCHACA RD  ,78745,Yes
2016-3481110  ,GONE,2016-12-13  ,2016,12,13,DWI 2ND  ,4400 MANCHACA RD  ,78745,Yes
2016-3481119  ,GONE,2016-12-13  ,2016,12,13,DWI  ,800 W RIVERSIDE DR  ,78704,Yes
2016-3481385  ,GONE,2016-12-13  ,2016,12,13,DWI - DRUG RECOGNITION EXPERT  ,70 BLOCK I-35 N  ,78702,Yes
2016-3481513  ,GONE,2016-12-13  ,2016,12,13,DWI  ,12611 HYMEADOW DR  ,78729,Yes
2016-3481682  ,GONE,2016-12-13  ,2016,12,13,DWI  ,500 S LAMAR BLVD  ,78704,Yes
2016-3481740  ,GONE,2016-12-13  ,2016,12,13,DWI  ,100 S 1ST ST  ,78704,Yes
2016-3481744  ,GONE,2016-12-13  ,2016,12,13,DWI 2ND  ,10401 N LAMAR BLVD  ,78753,Yes
2016-3481785  ,GONE,2016-12-13  ,2016,12,13,DWI  ,833 W 6TH ST  ,78703,Yes
2016-3481873  ,GONE,2016-12-13  ,2016,12,13,DWI  ,8600 MANCHACA RD  ,78745,Yes
2016-3481905  ,GONE,2016-12-13  ,2016,12,13,DWI  ,1400 NEWFIELD LN  ,78703,Yes
2016-3481919  ,GONE,2016-12-13  ,2016,12,13,DWI 2ND  ,802 THURMOND ST  ,78758,Yes
2016-3481944  ,GONE,2016-12-13  ,2016,12,13,DWI  ,121 E CESAR CHAVEZ ST  ,78701,Yes
2016-3480064  ,GONE,2016-12-13  ,2016,12,13,DWI  ,E 5TH ST at SAN JACINTO BLVD  ,78701,No
2016-3490013  ,GONE,2016-12-14  ,2016,12,14,DWI 2ND  ,4100 S IH 35 SB  ,78704,Yes
2016-3490036  ,GONE,2016-12-14  ,2016,12,14,DWI  ,1501 REAGAN HILL DR  ,78752,Yes
2016-3490054  ,GONE,2016-12-14  ,2016,12,14,DWI  ,W 15TH ST at WEST AVE  ,78701,Yes
2016-3490077  ,GONE,2016-12-14  ,2016,12,14,DWI  ,500 GUADALUPE ST  ,78701,Yes
2016-3490091  ,GONE,2016-12-14  ,2016,12,14,DWI  ,10300 METRIC BLVD  ,78758,Yes
2016-3490114  ,GONE,2016-12-14  ,2016,12,14,DWI  ,317 W 7TH ST  ,78701,Yes
2016-3490127  ,GONE,2016-12-14  ,2016,12,14,DWI  ,4500 E BEN WHITE BLVD EB  ,78744,Yes
2016-3490164  ,GONE,2016-12-14  ,2016,12,14,DWI  ,I-35 N at E 15TH ST  ,78702,Yes
2016-3490180  ,GONE,2016-12-14  ,2016,12,14,DWI  ,5100 W US 290 HWY WB  ,78735,Yes
2016-3490236  ,GONE,2016-12-14  ,2016,12,14,DWI  ,4303 N LAMAR BLVD  ,78751,Yes
2016-3490236  ,GONE,2016-12-14  ,2016,12,14,DWI .15 BAC OR ABOVE  ,4303 N LAMAR BLVD  ,78751,Yes
2016-3491405  ,GONE,2016-12-14  ,2016,12,14,DWI  ,6650 MANOR RD  ,78723,Yes
2016-3491465  ,GONE,2016-12-14  ,2016,12,14,DWI  ,8600 CAMERON RD  ,78753,Yes
2016-3491788  ,GONE,2016-12-14  ,2016,12,14,DWI  ,1600 S CONGRESS AVE  ,78704,Yes
2016-3491824  ,GONE,2016-12-14  ,2016,12,14,DWI  ,500 BLOCK SAN JACINTO BLVD  ,78701,Yes
2016-3491852  ,GONE,2016-12-14  ,2016,12,14,DWI  ,BAYLOR ST at W 6TH ST  ,78703,Yes
2016-3490158  ,GONE,2016-12-14  ,2016,12,14,DWI  ,800 S MOPAC EXPY SVRD SB  ,78746,No
2016-3500033  ,GONE,2016-12-15  ,2016,12,15,DWI  ,10200 BURNET RD  ,78758,Yes
2016-3500091  ,GONE,2016-12-15  ,2016,12,15,DWI  ,1400 W 6TH ST  ,78703,Yes
2016-3500114  ,GONE,2016-12-15  ,2016,12,15,DWI  ,E RIVERSIDE DR at S PLEASANT VALLEY RD  ,78741,Yes
2016-3500143  ,GONE,2016-12-15  ,2016,12,15,DWI  ,E 38TH ST at I-35 N  ,78751,Yes
2016-3500150  ,GONE,2016-12-15  ,2016,12,15,DWI  ,300 S CONGRESS AVE  ,78704,Yes
2016-3500153  ,GONE,2016-12-15  ,2016,12,15,DWI  ,3400 N MOPAC  ,N/A  ,Yes
2016-3500903  ,GONE,2016-12-15  ,2016,12,15,DWI 2ND  ,14900 BLOCK FM 1825 RD  ,78660,Yes
2016-3501127  ,GONE,2016-12-15  ,2016,12,15,DWI  ,200 N PLEASANT VALLEY RD  ,78702,Yes
2016-3501793  ,GONE,2016-12-15  ,2016,12,15,DWI  ,6100 E RIVERSIDE DR  ,78741,Yes
2016-3501847  ,GONE,2016-12-15  ,2016,12,15,DWI  ,BRASSIE ST at FAIRWAY ST  ,78741,Yes
2016-3501873  ,GONE,2016-12-15  ,2016,12,15,DWI 2ND  ,900 BARTON SPRINGS RD  ,78704,Yes
2016-3501877  ,GONE,2016-12-15  ,2016,12,15,DWI  ,700 E 11TH ST  ,78701,Yes
2016-3501889  ,GONE,2016-12-15  ,2016,12,15,DWI  ,6900 BLOCK BLESSING AVE  ,78752,Yes
2016-3510075  ,GONE,2016-12-16  ,2016,12,16,DWI  ,100 BLOCK BARTON SPRINGS RD  ,78704,Yes
2016-3510083  ,GONE,2016-12-16  ,2016,12,16,DWI 2ND  ,S CONGRESS AVE at WOODWARD ST  ,78704,Yes
2016-3510107  ,GONE,2016-12-16  ,2016,12,16,DWI  ,500 E WILLIAM CANNON DR  ,78745,Yes
2016-3510116  ,GONE,2016-12-16  ,2016,12,16,DWI .15 BAC OR ABOVE  ,2800 N LAMAR BLVD  ,78705,Yes
2016-3510168  ,GONE,2016-12-16  ,2016,12,16,DWI .15 BAC OR ABOVE  ,S CONGRESS AVE at EBERHART LN  ,78745,Yes
2016-3510214  ,GONE,2016-12-16  ,2016,12,16,DWI  ,12300 N MOPAC EXPY SVRD NB  ,78758,Yes
2016-3510220  ,GONE,2016-12-16  ,2016,12,16,DWI  ,2100 BLOCK CEDAR BEND DR  ,78758,Yes
2016-3510236  ,GONE,2016-12-16  ,2016,12,16,DWI  ,12809 N FM 620 RD NB  ,78750,Yes
2016-3510243  ,GONE,2016-12-16  ,2016,12,16,DWI  ,1500 CROSSING PL  ,78741,Yes
2016-3510252  ,GONE,2016-12-16  ,2016,12,16,DWI  ,4800 E OLTORF ST  ,78741,Yes
2016-3511195  ,GONE,2016-12-16  ,2016,12,16,DWI  ,5600 S 1ST ST  ,78745,Yes
2016-3511384  ,GONE,2016-12-16  ,2016,12,16,DWI  ,915 W OLTORF ST  ,78704,Yes
2016-3511732  ,GONE,2016-12-16  ,2016,12,16,DWI .15 BAC OR ABOVE  ,WOODWARD ST at E BEN WHITE BLVD SVRD WB  ,78741,Yes
2016-3511952  ,GONE,2016-12-16  ,2016,12,16,DWI  ,3018 S 1ST ST  ,78704,Yes
2016-3512029  ,GONE,2016-12-16  ,2016,12,16,DWI  ,S 1ST ST at W ST ELMO RD  ,78745,Yes
2016-3512103  ,GONE,2016-12-16  ,2016,12,16,DWI  ,1183 CHESTNUT AVE  ,78702,Yes
2016-3512112  ,GONE,2016-12-16  ,2016,12,16,DWI  ,2200 W NORTH LOOP BLVD  ,78756,Yes
2016-3520033  ,GONE,2016-12-17  ,2016,12,17,DWI  ,1434 W WELLS BRANCH PKWY  ,78660,Yes
2016-3520082  ,GONE,2016-12-17  ,2016,12,17,DWI  ,1100 W 6TH ST  ,78703,Yes
2016-3520119  ,GONE,2016-12-17  ,2016,12,17,DWI  ,6500 BLOCK ED BLUESTEIN BLVD NB  ,78724,Yes
2016-3520136  ,GONE,2016-12-17  ,2016,12,17,DWI  ,BURNET RD at W BRAKER LN  ,78758,Yes
2016-3520144  ,GONE,2016-12-17  ,2016,12,17,DWI  ,300 BLOCK S CONGRESS AVE  ,78704,Yes
2016-3520147  ,GONE,2016-12-17  ,2016,12,17,DWI  ,8100 TUSCANY WAY  ,78724,Yes
2016-3520163  ,GONE,2016-12-17  ,2016,12,17,DWI  ,6500 ED BLUESTEIN BLVD  ,N/A  ,Yes
2016-3520187  ,GONE,2016-12-17  ,2016,12,17,DWI  ,1900 S PLEASANT VALLEY RD  ,78741,Yes
2016-3520216  ,GONE,2016-12-17  ,2016,12,17,DWI  ,2211 E MARIN LUTHER KING JR BLVD  ,N/A  ,Yes
2016-3520242  ,GONE,2016-12-17  ,2016,12,17,DWI  ,8910 RESEARCH BLVD SVRD SB  ,78757,Yes
2016-3520265  ,GONE,2016-12-17  ,2016,12,17,DWI 2ND  ,N PLEASANT VALLEY RD at E CESAR CHAVEZ ST  ,78702,Yes
2016-3520275  ,GONE,2016-12-17  ,2016,12,17,DWI .15 BAC OR ABOVE  ,700 BLOCK W 6TH ST  ,78701,Yes
2016-3520277  ,GONE,2016-12-17  ,2016,12,17,DWI  ,W BRAKER TO MOPAC NB RAMP at N MOPAC EXPY NB  ,78758,Yes
2016-3520290  ,GONE,2016-12-17  ,2016,12,17,DWI  ,8500 S IH 35 SB  ,78745,Yes
2016-3520318  ,GONE,2016-12-17  ,2016,12,17,DWI  ,2400 S IH 35 SVRD NB  ,78741,Yes
2016-3520331  ,GONE,2016-12-17  ,2016,12,17,DWI  ,2100 BLOCK N MOPAC EXPY SB  ,78703,Yes
2016-3520369  ,GONE,2016-12-17  ,2016,12,17,DWI  ,107 W STASSNEY LN  ,78745,Yes
2016-3520436  ,GONE,2016-12-17  ,2016,12,17,DWI  ,6606 COLTON BLUFF SPRINGS RD  ,78744,Yes
2016-3520505  ,GONE,2016-12-17  ,2016,12,17,DWI  ,9401 I-35 N  ,78753,Yes
2016-3520587  ,GONE,2016-12-17  ,2016,12,17,DWI  ,8200 N MOPAC EXPY SVRD NB  ,78759,Yes
2016-3521824  ,GONE,2016-12-17  ,2016,12,17,DWI  ,1701 W BEN WHITE BLVD SVRD EB  ,78745,Yes
2016-3521829  ,GONE,2016-12-17  ,2016,12,17,DWI  ,10616 MELLOW MEADOWS  ,78750,Yes
2016-3521944  ,GONE,2016-12-17  ,2016,12,17,DWI  ,600 BLOCK I-35 N  ,78701,Yes
2016-3521048  ,GONE,2016-12-17  ,2016,12,17,DWI  ,1708 WINDOAK DR  ,78741,No
2016-3521540  ,GONE,2016-12-17  ,2016,12,17,DWI 2ND  ,8500 N LAMAR BLVD  ,78758,No
2016-3530026  ,GONE,2016-12-18  ,2016,12,18,DWI  ,9401 I-35 N  ,78753,Yes
2016-3530073  ,GONE,2016-12-18  ,2016,12,18,DWI  ,W WELLS BRANCH PKWY at FM 1825 RD  ,78660,Yes
2016-3530090  ,GONE,2016-12-18  ,2016,12,18,DWI  ,2200 BLOCK GROVE BLVD  ,78741,Yes
2016-3530145  ,GONE,2016-12-18  ,2016,12,18,DWI  ,1000 E 41ST ST  ,78751,Yes
2016-3530178  ,GONE,2016-12-18  ,2016,12,18,DWI 2ND  ,201 I-35 N  ,N/A  ,Yes
2016-3530262  ,GONE,2016-12-18  ,2016,12,18,DWI  ,5400 S IH 35 NB  ,78744,Yes
2016-3530268  ,GONE,2016-12-18  ,2016,12,18,DWI  ,W 38TH ST at N LAMAR BLVD  ,78756,Yes
2016-3530270  ,GONE,2016-12-18  ,2016,12,18,DWI  ,5401 I-35 N  ,78723,Yes
2016-3530383  ,GONE,2016-12-18  ,2016,12,18,DWI  ,9500 BLOCK S 1ST ST  ,78748,Yes
2016-3530415  ,GONE,2016-12-18  ,2016,12,18,DWI  ,12400 BLOCK I-35 N  ,78753,Yes
2016-3530417  ,GONE,2016-12-18  ,2016,12,18,DWI  ,W BRAKER LN at BURNET RD  ,78758,Yes
2016-3530689  ,GONE,2016-12-18  ,2016,12,18,DWI  ,1900 RIO GRANDE ST  ,78705,Yes
2016-3531298  ,GONE,2016-12-18  ,2016,12,18,DWI .15 BAC OR ABOVE  ,1625 E PARMER LN  ,78753,Yes
2016-3531310  ,GONE,2016-12-18  ,2016,12,18,DWI .15 BAC OR ABOVE  ,N US 183 HWY SVRD NB at ANDERSON MILL RD  ,78729,Yes
2016-3531338  ,GONE,2016-12-18  ,2016,12,18,DWI  ,4500 S IH 35 SB  ,78745,Yes
2016-3531346  ,GONE,2016-12-18  ,2016,12,18,DWI .15 BAC OR ABOVE  ,W 6TH ST at RIO GRANDE ST  ,78701,Yes
2016-3531427  ,GONE,2016-12-18  ,2016,12,18,DWI .15 BAC OR ABOVE  ,4215 DUVAL ST  ,78751,Yes
2016-3531556  ,GONE,2016-12-18  ,2016,12,18,DWI  ,E 6TH ST at SAN JACINTO BLVD  ,78701,Yes
2016-3531567  ,GONE,2016-12-18  ,2016,12,18,DWI .15 BAC OR ABOVE  ,10107 RESEARCH BLVD SVRD NB  ,78759,Yes
